ORGANISME,ANNÉE ATTRIBUTION,TYPE D'AIDE,BÉNÉFICIARE,DESCRIPTION PROJET;MONTANT ATTRIBUÉ
ANGOA,2016,création,SEPPIA,Aide à la production de DOCUMENTAIRES - LE GOUT DU RISQUE,2 450.00
ANGOA,2016,création,AAA PRODUCTION,Aide à la production de DOCUMENTAIRES - UN MIRACLE DANS LE PACIFIQUE,2 800.00
ANGOA,2016,création,AGAT FILMS ET CIE,Aide à la production de DOCUMENTAIRES - LES DESSOUS DE LA GRANDE GREVE DE 1995,2 800.00
ANGOA,2016,création,ATOPIC,Aide à la production de DOCUMENTAIRES - LA MAISON MONDE,2 800.00
ANGOA,2016,création,BEPPIE FILMS,Aide à la production de DOCUMENTAIRES - LE JARDIN,2 800.00
ANGOA,2016,création,CARREMENT A L' OUEST,Aide à la production de DOCUMENTAIRES - FIN DE MOI( S),2 800.00
ANGOA,2016,création,COMIC STRIP PRODUCTION,Aide à la production de DOCUMENTAIRES - UNE JEUNESSE EXILEE,2 800.00
ANGOA,2016,création,GEDEON PROGRAMMES,Aide à la production de DOCUMENTAIRES - RIO VILLE MERVEILLEUSE,2 800.00
ANGOA,2016,création,KAMI PRODUCTIONS,Aide à la production de DOCUMENTAIRES - REVENIR A FUKUSHIMA,2 800.00
ANGOA,2016,création,CIE DES PHARES ET BALISES,Aide à la production de DOCUMENTAIRES - ELEANOR ROOSEVELT; UNE FEMME SCANDALEUSE,3 150.00
ANGOA,2016,création,CIE DES PHARES ET BALISES,Aide à la production de DOCUMENTAIRES - LA GUERRE DES ENFANTS,3 150.00
ANGOA,2016,création,FOLAMOUR PRODUCTIONS,Aide à la production de DOCUMENTAIRES - IL ÉTAIT UNE FOIS LE PROCES DE VIVIANE AMSALEM,3 150.00
ANGOA,2016,création,AGAT FILMS ET CIE,Aide à la production de DOCUMENTAIRES - GHENGIS KHAN;  A LA RECHERCHE DE LA TOMBE SECRETE,3 500.00
ANGOA,2016,création,MAGNETO PRESSE,Aide à la production de DOCUMENTAIRES - KURDISTAN LA GUERRE DES FILLES,3 500.00
ANGOA,2016,création,VIVEMENT LUNDI!,Aide à la production de DOCUMENTAIRES - VINCENNES,3 500.00
ANGOA,2016,création,COCOTTES MINUTE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - INTERPOL LE NOUVEL ORDRE MONDIAL,3 850.00
ANGOA,2016,création,LICHT FILM,Aide à la production de DOCUMENTAIRES - LES ENFANTS VOLES DE LA STASI,4 200.00
ANGOA,2016,création,POINT DU JOUR,Aide à la production de DOCUMENTAIRES - LE PROCES DE TOKYO,4 200.00
ANGOA,2016,création,KANARI FILMS,Aide à la production de DOCUMENTAIRES - APPRENDRE A AIDER,2 100.00
ANGOA,2016,création,REAL PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LE REGNE DES MALES,2 100.00
ANGOA,2016,création,TS PRODUCTIONS,Aide à la production de DOCUMENTAIRES - OFF THE RECORDS,2 100.00
ANGOA,2016,création,E2P,Aide à la production de DOCUMENTAIRES - SIDI CHAMHAROUCH,2 450.00
ANGOA,2016,création,LES BATELIERES PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LES 4 COULEURS DU CAPITALISME,2 450.00
ANGOA,2016,création,LES FILMS DU SUD,Aide à la production de DOCUMENTAIRES - BOXE ME BABY,2 450.00
ANGOA,2016,création,LES FILMS DU ZEBRE,Aide à la production de DOCUMENTAIRES - RAVISSEMENTS- MICHEL FANO,2 450.00
ANGOA,2016,création,TITA PRODUCTIONS,Aide à la production de DOCUMENTAIRES - ENFANTS DES COMORES- GENERATION ALCHIMISTES,2 450.00
ANGOA,2016,création,CINETEVE,Aide à la production de DOCUMENTAIRES - ETHNOLOGIE NAZIE,2 800.00
ANGOA,2016,création,FLACH FILM PRODUCTION,Aide à la production de DOCUMENTAIRES - LA RUEE VERS L'ART- LES ARTISTES SOUS L'ERE MITTERAND,2 800.00
ANGOA,2016,création,LES FILMS DU TAMBOUR DE SOIE,Aide à la production de DOCUMENTAIRES - CITIZEN LOEWY,2 800.00
ANGOA,2016,création,SIXTE MEDIA FILMS,Aide à la production de DOCUMENTAIRES - TERRE DE PROMESSES; LA NOUVELLE ORLEANS ET LES ANNEES OBAMA,2 800.00
ANGOA,2016,création,LES FILMS D'ICI,Aide à la production de DOCUMENTAIRES - 120 ANS D' INVENTIONS AU CINEMA,3 500.00
ANGOA,2016,création,MACALUBE FILMS,Aide à la production de DOCUMENTAIRES - CHJAMI E RISPONDI,3 500.00
ANGOA,2016,création,SCIENTIFILMS,Aide à la production de DOCUMENTAIRES - JE ME SOUVIENS DONC JE ME TROMPE,3 500.00
ANGOA,2016,création,COSMOGRAPHE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - EL PATIO,4 200.00
ANGOA,2016,création,UN FILM A LA PATTE,Aide à la production de DOCUMENTAIRES - LES DERNIERES PIERRES DE MESOPOTAMIE,4 200.00
ANGOA,2016,création,BANGUMI,Aide à la production de DOCUMENTAIRES - SCANDALES DANS LA MODE,2 100.00
ANGOA,2016,création,LES DOCS DU NORD,Aide à la production de DOCUMENTAIRES - NOUS LES CLASSES PRO,2 100.00
ANGOA,2016,création,BACHIBOUZOUK,Aide à la production de DOCUMENTAIRES - LA GUERRE DES IMAMS AFRIQUE DE LA DECOLONISATION A L ISLAMISME,2 275.00
ANGOA,2016,création,KUIV PRODUCTIONS,Aide à la production de DOCUMENTAIRES - PICCOLI ET COMPAGNIE,2 450.00
ANGOA,2016,création,PETIT A PETIT PRODUCTION,Aide à la production de DOCUMENTAIRES - 68 MON PÈRE ET LES CLOUS,2 450.00
ANGOA,2016,création,LES FILMS DU BILBOQUET,Aide à la production de DOCUMENTAIRES - CHAQUE MUR EST UNE PORTE,2 800.00
ANGOA,2016,création,TOURNEZ S' IL VOUS PLAIT PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LE STYLO; NOTRE SIGNATURE,2 800.00
ANGOA,2016,création,ZEUGMA FILMS,Aide à la production de DOCUMENTAIRES - LE BLEU MIRACULEUX,2 800.00
ANGOA,2016,création,BCI COMMUNICATION,Aide à la production de DOCUMENTAIRES - CITOYENS BOIS D'EBENE,2 975.00
ANGOA,2016,création,PYRAMIDE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - CEUX QUI DISENT OUI,2 975.00
ANGOA,2016,création,COSMOGRAPHE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - FAROUK; UN HOMME ENTRE DEUX MONDES,3 430.00
ANGOA,2016,création,GEDEON PROGRAMMES,Aide à la production de DOCUMENTAIRES - DELACROIX L'ART A TOUT PRIX,3 500.00
ANGOA,2016,création,LA CHAMBRE AUX FRESQUES,Aide à la production de DOCUMENTAIRES - L' ENFANCE DE L'ART,3 500.00
ANGOA,2016,création,LES FILMS D'ICI,Aide à la production de DOCUMENTAIRES - MORTS A CREDIT,3 500.00
ANGOA,2016,création,GRAND ANGLE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - MISSION SOYOUZ 2016,3 850.00
ANGOA,2016,création,IMAGE IMAGES,Aide à la production de DOCUMENTAIRES - LES FRERES DE LA TORTUE,1 000.00
ANGOA,2016,création,UN FILM A LA PATTE,Aide à la production de DOCUMENTAIRES - LE PORT DU RHIN; L' ILE AUX REVES,1 750.00
ANGOA,2016,création,KEREN PRODUCTION,Aide à la production de DOCUMENTAIRES - SHAMS ET OUMEMA,2 100.00
ANGOA,2016,création,LES BATELIERES PRODUCTIONS,Aide à la production de DOCUMENTAIRES - MY AMERICAN WAY OF WAR,2 100.00
ANGOA,2016,création,MARA FILMS,Aide à la production de DOCUMENTAIRES - CLAUDE BEZ LE 13° HOMME,2 100.00
ANGOA,2016,création,ALTER EGO PRODUCTION,Aide à la production de DOCUMENTAIRES - RETOUR AU CHÂTEAU,2 300.00
ANGOA,2016,création,LES FILMS DU HASARD,Aide à la production de DOCUMENTAIRES - RETOUR A LA VIE,2 450.00
ANGOA,2016,création,MONA LISA PRODUCTION,Aide à la production de DOCUMENTAIRES - LES FABULEUX POUVOIRS DE L' HYPNOSE,2 450.00
ANGOA,2016,création,POIS CHICHE FILMS,Aide à la production de DOCUMENTAIRES - LA VOIX DE SON ILE,2 450.00
ANGOA,2016,création,SECONDE VAGUE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - PLUTÔT MOURIR QUE MOURIR,2 450.00
ANGOA,2016,création,ALKIMIA PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LES RESISTANTS DU TRAIN FANTOME,2 800.00
ANGOA,2016,création,LES PRODUCTIONS DU LAGON,Aide à la production de DOCUMENTAIRES - LE REVE AMERICAIN CARBURE AU PETROLE,2 800.00
ANGOA,2016,création,ZED,Aide à la production de DOCUMENTAIRES - LA CAMPAGNE D' EGYPTE UNE AVENTURE SAVANTE,2 800.00
ANGOA,2016,création,SCIENTIFILMS,Aide à la production de DOCUMENTAIRES - BEBES SUR MESURE,3 150.00
ANGOA,2016,création,SUPERMOUCHE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - SUR LA ROUTE DES HOMMES AVEC FRANS MASEREEL,3 150.00
ANGOA,2016,création,LES FILMS D'ICI,Aide à la production de DOCUMENTAIRES - LA COULEUR DE L' ART,3 250.00
ANGOA,2016,création,VELVET FILM,Aide à la production de DOCUMENTAIRES - REMEMBER THIS HOUSE,3 500.00
ANGOA,2016,création,CIE DES PHARES ET BALISES,Aide à la production de DOCUMENTAIRES - LE MONDE SOUS LES BOMBES,4 200.00
ANGOA,2016,création,SEPPIA,Aide à la production de DOCUMENTAIRES - L'ENIGME GUTENBERG,4 200.00
ANGOA,2016,création,SLOW PRODUCTION,Aide à la production de DOCUMENTAIRES - DAMIA;UNE DIVA AU SOMMET DE LA TOUR EIFFEL,1 400.00
ANGOA,2016,création,TACT PRODUCTION,Aide à la production de DOCUMENTAIRES - MEMOIRES DE MISSIONNAIRE,1 750.00
ANGOA,2016,création,POINT DU JOUR,Aide à la production de DOCUMENTAIRES - SUR L'AQUARIUS,1 980.00
ANGOA,2016,création,LES FILMS DE L' AUTRE COTE,Aide à la production de DOCUMENTAIRES - AU PIED DE LA LETTRE,2 000.00
ANGOA,2016,création,CFRT,Aide à la production de DOCUMENTAIRES - OUVRIR SA PORTE,2 030.00
ANGOA,2016,création,JACK FILMS,Aide à la production de DOCUMENTAIRES - LE TOURNANT,2 100.00
ANGOA,2016,création,VIA DECOUVERTES PRODUCTION,Aide à la production de DOCUMENTAIRES - BREST; DES BATEAUX ET DES HOMMES,2 100.00
ANGOA,2016,création,L' ATELIER DOCUMENTAIRE,Aide à la production de DOCUMENTAIRES - DOUGLAS MON AMOUR,2 450.00
ANGOA,2016,création,KILAOHM PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LA BANDE A BONNOT; LES BANDITS TRAGIQUES,2 800.00
ANGOA,2016,création,YUZU PRODUCTIONS,Aide à la production de DOCUMENTAIRES - INSAISISSABLE CARY GRANT,2 800.00
ANGOA,2016,création,BELLOTA FILMS,Aide à la production de DOCUMENTAIRES - ELMYR; FAUSSAIRE DU SIECLE,2 975.00
ANGOA,2016,création,VRAIVRAI FILMS,Aide à la production de DOCUMENTAIRES - VIVRE RICHE; MOURIR VITE,3 300.00
ANGOA,2016,création,MACALUBE FILMS,Aide à la production de DOCUMENTAIRES - A MA MESURE,3 500.00
ANGOA,2016,création,AGAT FILMS ET CIE,Aide à la production de DOCUMENTAIRES - QU'EST MA VILLE DEVENUE ?,4 200.00
ANGOA,2016,création,ILOZ PRODUCTIONS,Aide à la production de DOCUMENTAIRES - DANS LEUR YEUX,4 200.00
ANGOA,2016,création,CINETEVE,Aide à la production de DOCUMENTAIRES - 1917- REVOLUTIONS,4 900.00
ANGOA,2016,création,LITTLE BIG STORY,Aide à la production de DOCUMENTAIRES - LA RANCON,4 900.00
ANGOA,2016,création,LES FILMS D'ICI,Aide à la production de DOCUMENTAIRES - LES CIELS D' ALEXANDRE TRAUNER,960.00
ANGOA,2016,création,RHIZOME,Aide à la production de DOCUMENTAIRES - ARA GULER L' ŒIL D' ISTANBUL,1 000.00
ANGOA,2016,création,EKLA PRODUCTION,Aide à la production de DOCUMENTAIRES - LE CŒUR DU DROIT D' ASILE,1 600.00
ANGOA,2016,création,AAA PRODUCTION,Aide à la production de DOCUMENTAIRES - ARCHITECTURAL DREAMS,2 100.00
ANGOA,2016,création,HIKARI,Aide à la production de DOCUMENTAIRES - L' HISTOIRE COMMENCE EN MESOPOTAMIE,2 100.00
ANGOA,2016,création,THE KINGDOM,Aide à la production de DOCUMENTAIRES - REVENANTS,2 100.00
ANGOA,2016,création,THE PROD,Aide à la production de DOCUMENTAIRES - LA MELODIE DES MOTS,2 100.00
ANGOA,2016,création,JPL PRODUCTIONS,Aide à la production de DOCUMENTAIRES - NEG CHIVE YO,2 300.00
ANGOA,2016,création,13 PRODUCTIONS,Aide à la production de DOCUMENTAIRES - SYSTÈME G,2 450.00
ANGOA,2016,création,BONOBO PRODUCTIONS,Aide à la production de DOCUMENTAIRES - MÉMOIRE D' UNE CONTREBASSE,2 450.00
ANGOA,2016,création,COMIC STRIP PRODUCTION,Aide à la production de DOCUMENTAIRES - LES CAMISARDS,2 450.00
ANGOA,2016,création,NILAYA PRODUCTIONS,Aide à la production de DOCUMENTAIRES - APARTHEID SCOLAIRE,2 450.00
ANGOA,2016,création,BIENVENUE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - DE PLAINES EN COLLINES- LES 2 MAISONS; LES 2 FERMES,2 800.00
ANGOA,2016,création,DE FILMS EN AIGUILLE,Aide à la production de DOCUMENTAIRES - LE POINT DE ROSEE,2 800.00
ANGOA,2016,création,GEDEON PROGRAMMES,Aide à la production de DOCUMENTAIRES - HERGE A L' OMBRE DE TINTIN,2 800.00
ANGOA,2016,création,SIECLE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LAUREN BACALL PORTRAIT INTIME,2 800.00
ANGOA,2016,création,SENSO FILMS,Aide à la production de DOCUMENTAIRES - IL EST MORT LE SOLEIL,2 870.00
ANGOA,2016,création,ARTURO MIO,Aide à la production de DOCUMENTAIRES - MADA  UNDERGROUND,3 000.00
ANGOA,2016,création,LABEL VIDEO,Aide à la production de DOCUMENTAIRES - LE FILM DE FAMILLE DU TEMPS DE L' INNOVATION AU TEMPS RETROUVE,3 150.00
ANGOA,2016,création,SLOW PRODUCTION,Aide à la production de DOCUMENTAIRES - LA PASSION DE SERGUEI CHTCHOULINE,3 150.00
ANGOA,2016,création,LES FILMS FIGURES LIBRES,Aide à la production de DOCUMENTAIRES - L' HOMME CACHE,3 500.00
ANGOA,2016,création,BONNE PIOCHE TELEVISION,Aide à la production de DOCUMENTAIRES - VOIR A TRAVERS LES PYRAMIDES,4 950.00
ANGOA,2016,création,TAMARA FILMS,Aide à la production de DOCUMENTAIRES - CINEMAS DE LA FRONTIERE,1 000.00
ANGOA,2016,création,LES FILMS D'UN JOUR,Aide à la production de DOCUMENTAIRES - LA PEAU DES RUES,1 750.00
ANGOA,2016,création,LES FILMS DU TEMPS SCELLE,Aide à la production de DOCUMENTAIRES - KOUNACHIR,2 000.00
ANGOA,2016,création,BANGOR PRODUCTIONS,Aide à la production de DOCUMENTAIRES - SUR LA TERRE DE SAINT REMY,2 100.00
ANGOA,2016,création,BROTHER FILMS,Aide à la production de DOCUMENTAIRES - LE GRAND DIVORCE,2 100.00
ANGOA,2016,création,C TON FILM PRODUCTIONS,Aide à la production de DOCUMENTAIRES - L' ALARME DE LOUISETTE,2 100.00
ANGOA,2016,création,CC ET C,Aide à la production de DOCUMENTAIRES - TOKYO PHENIX,2 100.00
ANGOA,2016,création,DYNAMO PRODUCTION,Aide à la production de DOCUMENTAIRES - AU PAYS DE MANA,2 100.00
ANGOA,2016,création,KOLAM PRODUCTIONS,Aide à la production de DOCUMENTAIRES - ALBANIE DES ARTISTES FACE A L'HISTOIRE,2 100.00
ANGOA,2016,création,MELISANDE FILMS,Aide à la production de DOCUMENTAIRES - DES INDOCHINOIS EN LORRAINE,2 100.00
ANGOA,2016,création,MVC FILMS,Aide à la production de DOCUMENTAIRES - LA VIE FORAINE,2 100.00
ANGOA,2016,création,LABEL VIDEO,Aide à la production de DOCUMENTAIRES - BERNARD NATAN LE FANTOME DE LA RUE FRANCOEUR,2 450.00
ANGOA,2016,création,PETIT A PETIT PRODUCTION,Aide à la production de DOCUMENTAIRES - DOJD; IL PLEUT SUR MOSCOU,2 450.00
ANGOA,2016,création,SLOW PRODUCTION,Aide à la production de DOCUMENTAIRES - ROGER VADIM,2 450.00
ANGOA,2016,création,LES DOCS DU NORD,Aide à la production de DOCUMENTAIRES - AUSCHWITZ MUZEUM,2 555.00
ANGOA,2016,création,SENSITO FILMS,Aide à la production de DOCUMENTAIRES - DES HAUTS ET DES BAS,2 650.00
ANGOA,2016,création,TALWEG PRODUCTION,Aide à la production de DOCUMENTAIRES - LE CARNET DE JANINA,2 700.00
ANGOA,2016,création,13 PRODUCTIONS,Aide à la production de DOCUMENTAIRES - LA MÉMOIRE EN FRICHE GURS VILLE FANTOME,2 800.00
ANGOA,2016,création,CAMERA LUCIDA PRODUCTIONS,Aide à la production de DOCUMENTAIRES - SAINT EXUPERY LE DERNIER ROMANTIQUE,2 800.00
ANGOA,2016,création,FOLAMOUR PRODUCTIONS,Aide à la production de DOCUMENTAIRES - IL ÉTAIT UNE FOIS MOMMY,2 800.00
ANGOA,2016,création,LES 48E RUGISSANTS PRODUCTIONS,Aide à la production de DOCUMENTAIRES - L' ARCHIPEL DES AMES EN PEINE,2 800.00
ANGOA,2016,création,LES BONS CLIENTS,Aide à la production de DOCUMENTAIRES - VIE ET MORT DE JACQUES DORIOT OU LA DERIVE FASCISTE,2 800.00
ANGOA,2016,création,LES FILMS DU BALIBARI,Aide à la production de DOCUMENTAIRES - PLAQUAGES,2 800.00
ANGOA,2016,création,SANCHO ET COMPAGNIE,Aide à la production de DOCUMENTAIRES - DOMMAGE COLLATERAL,2 800.00
ANGOA,2016,création,SUPERMOUCHE PRODUCTIONS,Aide à la production de DOCUMENTAIRES - BARONCELLI LES NOBLES COMBATS D'UN SIMPLE MANADIER,2 800.00
ANGOA,2016,création,TALWEG PRODUCTION,Aide à la production de DOCUMENTAIRES - UNE AUTRE JUSTICE,2 800.00
ANGOA,2016,création,VIVEMENT LUNDI!,Aide à la production de DOCUMENTAIRES - L' AFFAIRE DU SOUS MARIN ROUGE,2 800.00
ANGOA,2016,création,FOLAMOUR PRODUCTIONS,Aide à la production de DOCUMENTAIRES - L'ECOLE NORMALE SUPERIEURE UN CLOITRE A PENSER,3 150.00
ANGOA,2016,création,MAGNETO PRESSE,Aide à la production de DOCUMENTAIRES - DAECH A LA CONQUETE D'UN NOUVEAU MOYEN ORIENT,3 150.00
ANGOA,2016,création,CHASSEUR D'ETOILES,Aide à la production de DOCUMENTAIRES - LES ANGES DU 12/14,3 500.00
ANGOA,2016,création,LO ET CO PRODUCTION,Aide à la production de DOCUMENTAIRES - DE CENDRE ET D'OR UNE ODYSSEE MUSICALE,3 500.00
ANGOA,2016,création,TS PRODUCTIONS,Aide à la production de DOCUMENTAIRES - QUAND L'AMOUR M'ÉTAIT CHANTE,3 500.00
ANGOA,2016,création,FLACH FILM PRODUCTION,Aide à la production de DOCUMENTAIRES - LES DERNIERS JOURS DE MUSSOLINI,3 850.00
ANGOA,2016,création,ART ET VISION PRODUCTIONS,Aide à la production de DOCUMENTAIRES - ENTRE DEUX RIVES,2 100.00
ANGOA,2016,création,ILLEGITIME DEFENSE,Aide à la production de DOCUMENTAIRES - BACHAR NOTRE HOMME A DAMAS,2 100.00
ANGOA,2016,création,L' IMAGE D'APRES,Aide à la production de DOCUMENTAIRES - GENIE FILM,2 100.00
ANGOA,2016,création,LEITMOTIV PRODUCTION,Aide à la production de DOCUMENTAIRES - CAMILLE SENON UNE VIE AU COMBAT,2 100.00
ANGOA,2016,création,ILLEGITIME DEFENSE,Aide à la production de DOCUMENTAIRES - LANA TURNER- L' INDETRONABLE,2 450.00
ANGOA,2016,création,KEREN PRODUCTION,Aide à la production de DOCUMENTAIRES - LA VOIE ABDALLAH,2 450.00
ANGOA,2016,création,POINT DU JOUR,Aide à la production de DOCUMENTAIRES - LES GLENANS; UNE AUTRE IDEE DE LA MER,2 580.00
ANGOA,2016,création,LABEL VIDEO,Aide à la production de DOCUMENTAIRES - JEAN GENET; UN CAPTIF AMOUREUX,2 730.00
ANGOA,2016,création,AGAT FILMS ET CIE,Aide à la production de DOCUMENTAIRES - CENDRILLON DU CONTE AU MYTHE,2 800.00
ANGOA,2016,création,BLEU IROISE ARSENAL,Aide à la production de DOCUMENTAIRES - QUEFFELEC; ENTRE LES LIGNES,2 800.00
ANGOA,2016,création,MOUSTIC,Aide à la production de DOCUMENTAIRES - AU NOM DU PÈRE; DU FILS ET DES ESPRITS,2 800.00
ANGOA,2016,création,SENSO FILMS,Aide à la production de DOCUMENTAIRES - DE LA MUSIQUE A L' IMAGE- L' HERITAGE ARTISTIQUE CHEZ LES KURTAG,2 800.00
ANGOA,2016,création,ZED,Aide à la production de DOCUMENTAIRES - LES JEUNESSES HITLERIENNES,2 800.00
ANGOA,2016,création,NARRATIO FILMS,Aide à la production de DOCUMENTAIRES - ANNETT WOLF; INSTANTANES DU XXE SIECLE,3 000.00
ANGOA,2016,création,CC ET C,Aide à la production de DOCUMENTAIRES - SAMMIES LES AMERICAINS DANS LA 1° GUERRE MONDIALE,3 150.00
ANGOA,2016,création,HAUTS LES MAINS PRODUCTIONS,Aide à la production de DOCUMENTAIRES - WAITING FOR JUSTICE,3 150.00
ANGOA,2016,création,BEL AIR MEDIA,Aide à la production de DOCUMENTAIRES - DAPHNE DU MAURIER SUR LES TRACES DE REBECCA,3 500.00
ANGOA,2016,création,L' ATELIER DOCUMENTAIRE,Aide à la production de DOCUMENTAIRES - LES OISEAUX DE PASSAGE,3 500.00
ANGOA,2016,création,LATO SENSU PRODUCTIONS,Aide à la production de DOCUMENTAIRES - FRERES DES ARBRES,3 500.00
ANGOA,2016,création,LES FILMS D'ICI,Aide à la production de DOCUMENTAIRES - QUAND JEAN DEVINT RENOIR,3 500.00
ANGOA,2016,création,MILLE ET UNE FILMS,Aide à la production de DOCUMENTAIRES - L' EXPOSITION,3 500.00
